TS,Tar_AVG,UR_inst,Vvento_ms_AVG,Dvento_G,Qg_AVG,Chuva_mm,Patm_kPa_AVG
01/01/2018 00:00,20.24,96.7,0.849,67.68,0,0,90.6
01/01/2018 00:15,20.12,97.1,0.665,68.4,0,0,90.6
01/01/2018 00:30,19.99,97.3,0.347,57.52,0,0,90.5
01/01/2018 00:45,19.86,97.4,0.75,71.97,0,0,90.4
01/01/2018 01:00,19.82,97.5,0.884,61.55,0,0,90.4
01/01/2018 01:15,19.73,97.5,0.422,59.03,0,0,90.3
01/01/2018 01:30,19.72,97.6,1.085,38.82,0,0,90.3
01/01/2018 01:45,19.9,97.5,1.147,39.25,0,0,90.3
01/01/2018 02:00,20.07,96.2,1.248,28.98,0,0,90.3
01/01/2018 02:15,19.99,96.4,0.987,61.66,0,0,90.3
01/01/2018 02:30,19.9,96.6,0.738,60.28,0,0,90.2
01/01/2018 02:45,19.84,96.7,0.83,77.75,0,0,90.1
01/01/2018 03:00,19.68,97.3,0.738,78.58,0,0,90.1
01/01/2018 03:15,19.58,97.8,0.845,69.56,0,0,90
01/01/2018 03:30,19.53,97.7,0.751,81.4,0,0,89.9
01/01/2018 03:45,19.58,97.6,0.579,61.42,0,0,89.9
01/01/2018 04:00,19.51,98.2,0.694,89.2,0,0,89.9
01/01/2018 04:15,19.5,97.9,0.748,65.54,0,0,89.9
01/01/2018 04:30,19.56,98.1,0.482,42.95,0,0,89.8
01/01/2018 04:45,19.63,98.6,0.568,83.5,0,0,89.9
01/01/2018 05:00,19.78,98.5,0.297,59.69,0,0,89.9
01/01/2018 05:15,19.86,98.5,0.63,72.8,0.252,0,89.9
01/01/2018 05:30,19.93,98.1,0,56.48,1.847,0,89.9
01/01/2018 05:45,20.06,97.6,0,67.05,9.67,0,89.9
01/01/2018 06:00,20.15,96.9,0.203,76.43,20.27,0,89.9
01/01/2018 06:15,20.44,96.3,0.786,53.71,34.54,0,90
01/01/2018 06:30,20.44,96.8,0.908,52.25,38.04,0,90.3
01/01/2018 06:45,20.53,97.2,0.856,64.28,46.11,0,92.7
01/01/2018 07:00,20.59,97.3,0.791,53.65,45.32,0,94.9
