Tar_AVG,UR_inst,Vvento_ms_AVG,Dvento_G,Qg_AVG,Chuva_mm,Patm_kPa_AVG,TS
26.9,100.0,0.6,33.0,0.0,0.0,,2014-01-01 00:00:00
26.7,100.0,0.5,29.3,0.0,0.0,,2014-01-01 00:15:00
26.6,100.0,0.9,16.5,0.0,0.0,,2014-01-01 00:30:00
26.7,100.0,1.6,7.7,0.0,0.0,,2014-01-01 00:45:00
26.7,100.0,1.1,354.6,0.0,0.0,,2014-01-01 01:40:00
26.7,100.0,1.2,358.1,0.0,0.0,,2014-01-01 01:55:00
26.5,100.0,0.2,349.6,0.0,0.0,,2014-01-01 02:10:00
26.3,100.0,0.2,195.5,0.0,0.0,,2014-01-01 02:25:00
26.3,100.0,0.3,36.0,0.0,0.0,,2014-01-01 03:20:00
26.1,100.0,0.3,78.9,0.0,0.0,,2014-01-01 03:35:00
26.0,100.0,0.4,106.5,0.0,0.0,,2014-01-01 03:50:00
25.9,100.0,0.2,89.9,0.0,0.0,,2014-01-01 04:05:00
26.0,100.0,0.3,43.1,0.0,0.0,,2014-01-01 05:00:00
26.0,100.0,0.2,75.0,0.0,0.0,,2014-01-01 05:15:00
25.9,100.0,0.4,45.6,0.0,0.0,,2014-01-01 05:30:00
25.9,100.0,0.2,45.6,0.0,0.0,,2014-01-01 05:45:00
25.7,100.0,0.2,68.9,0.0,0.0,,2014-01-01 06:40:00
25.4,100.0,0.2,56.7,0.0,0.0,,2014-01-01 06:55:00
25.3,100.0,0.2,93.8,0.0,0.0,,2014-01-01 07:10:00
25.1,100.0,0.2,79.6,0.0,0.0,,2014-01-01 07:25:00
25.0,100.0,0.2,97.8,0.0,0.0,,2014-01-01 08:20:00
25.0,100.0,0.2,49.4,0.0,0.0,,2014-01-01 08:35:00
25.0,100.0,0.2,0.0,0.0,0.0,,2014-01-01 08:50:00
25.0,100.0,0.2,0.0,8.41,0.0,,2014-01-01 09:05:00
25.1,100.0,0.2,341.1,27.48,0.0,,2014-01-01 10:00:00
25.3,100.0,0.2,350.0,48.83,0.0,,2014-01-01 10:15:00
25.4,100.0,0.2,40.0,79.6,0.0,,2014-01-01 10:30:00
25.7,100.0,0.2,57.4,161.7,0.0,,2014-01-01 10:45:00
26.6,100.0,0.3,33.2,225.4,0.0,,2014-01-01 11:40:00
27.1,100.0,1.1,353.6,206.9,0.0,,2014-01-01 11:55:00
27.1,100.0,1.3,343.8,156.0,0.0,,2014-01-01 12:10:00
27.4,100.0,1.4,337.5,297.3,0.0,,2014-01-01 12:25:00
27.9,99.4,1.4,320.1,346.3,0.0,,2014-01-01 13:20:00
28.6,98.1,1.9,337.6,506.9,0.0,,2014-01-01 13:35:00
29.2,96.4,1.8,326.5,626.0,0.0,,2014-01-01 13:50:00
29.9,93.4,1.9,331.4,684.4,0.0,,2014-01-01 14:05:00
30.5,91.1,1.7,345.6,711.0,0.0,,2014-01-01 15:00:00
30.9,89.2,2.3,316.4,817.0,0.0,,2014-01-01 15:15:00
31.1,87.7,2.0,316.3,829.0,0.0,,2014-01-01 15:30:00
31.6,85.7,2.2,344.4,735.0,0.0,,2014-01-01 15:45:00
31.9,83.7,2.1,311.9,743.0,0.0,,2014-01-01 16:40:00
32.2,83.7,2.0,345.9,875.0,0.0,,2014-01-01 16:55:00
32.4,81.4,2.7,325.5,700.0,0.0,,2014-01-01 17:10:00
31.9,83.5,2.2,307.6,627.9,0.0,,2014-01-01 17:25:00
32.4,81.3,2.5,321.2,729.0,0.0,,2014-01-01 18:20:00
32.3,82.1,3.1,283.1,831.0,0.0,,2014-01-01 18:35:00
32.3,80.8,2.6,294.6,606.4,0.0,,2014-01-01 18:50:00
31.9,82.2,1.9,297.2,515.3,0.0,,2014-01-01 19:05:00
32.1,80.0,1.9,308.0,552.5,0.0,,2014-01-01 20:00:00
32.0,79.9,1.6,321.9,268.0,0.0,,2014-01-01 20:15:00
30.2,87.1,1.2,50.5,143.6,0.0,,2014-01-01 20:30:00
