Tar_AVG,UR_inst,Vvento_ms_AVG,Dvento_G,Qg_AVG,Chuva_mm,Patm_kPa_AVG,TS
22.0,97.3,0.2,57.8,0.0,0.0,,2002-01-01 00:15:00
21.8,98.0,0.2,58.0,0.0,0.0,,2002-01-01 00:30:00
21.7,98.7,0.2,81.8,0.0,0.0,,2002-01-01 00:45:00
21.6,99.0,0.2,62.7,0.0,0.0,,2002-01-01 01:40:00
21.6,98.5,0.2,80.7,0.0,0.0,,2002-01-01 01:55:00
21.9,96.1,0.2,73.7,0.0,0.0,,2002-01-01 02:10:00
21.9,96.2,0.2,81.0,0.0,0.0,,2002-01-01 02:25:00
21.6,97.5,0.2,74.5,0.0,0.0,,2002-01-01 03:20:00
21.3,98.8,0.2,70.2,0.0,0.0,,2002-01-01 03:35:00
21.3,99.5,0.2,77.3,0.0,0.0,,2002-01-01 03:50:00
21.5,98.2,0.2,77.5,0.0,0.0,,2002-01-01 04:05:00
21.4,98.0,0.2,62.9,0.0,0.0,,2002-01-01 05:00:00
20.9,100.0,0.2,75.5,0.0,0.0,,2002-01-01 05:15:00
20.8,100.0,0.2,61.7,0.0,0.0,,2002-01-01 05:30:00
20.6,100.0,0.2,55.9,0.0,0.0,,2002-01-01 05:45:00
20.6,100.0,0.2,69.3,0.0,0.0,,2002-01-01 06:40:00
20.6,100.0,0.2,77.7,0.0,0.0,,2002-01-01 06:55:00
20.6,100.0,0.2,78.1,0.0,0.0,,2002-01-01 07:10:00
20.6,100.0,0.2,79.4,0.0,0.0,,2002-01-01 07:25:00
20.6,100.0,0.2,72.3,0.0,0.0,,2002-01-01 08:20:00
20.6,100.0,0.2,63.3,0.0,0.0,,2002-01-01 08:35:00
20.5,100.0,0.2,77.6,3.17,0.0,,2002-01-01 08:50:00
20.7,100.0,0.2,81.0,6.62,0.0,,2002-01-01 09:05:00
20.8,100.0,0.2,85.5,22.03,0.0,,2002-01-01 10:00:00
20.8,100.0,0.2,71.8,38.68,0.0,,2002-01-01 10:15:00
20.8,100.0,0.2,79.8,47.32,0.0,,2002-01-01 10:30:00
21.1,100.0,0.2,92.1,50.17,0.0,,2002-01-01 10:45:00
21.2,100.0,0.2,58.2,70.1,0.0,,2002-01-01 11:40:00
21.2,100.0,0.2,63.3,97.6,0.0,,2002-01-01 11:55:00
21.4,100.0,0.2,62.1,134.8,0.0,,2002-01-01 12:10:00
21.9,100.0,0.2,53.0,204.5,0.0,,2002-01-01 12:25:00
22.3,100.0,0.2,64.0,165.1,0.0,,2002-01-01 13:20:00
22.5,98.9,0.2,52.4,187.5,0.0,,2002-01-01 13:35:00
23.0,98.0,0.3,66.7,283.5,0.0,,2002-01-01 13:50:00
23.8,95.4,0.3,63.7,326.4,0.0,,2002-01-01 14:05:00
24.2,92.1,0.2,61.3,229.4,0.0,,2002-01-01 15:00:00
24.5,91.6,0.2,63.8,216.4,0.0,,2002-01-01 15:15:00
24.5,91.3,0.2,61.3,194.4,0.0,,2002-01-01 15:30:00
24.6,90.8,0.2,55.5,181.3,0.0,,2002-01-01 15:45:00
24.9,86.5,0.2,216.0,201.4,0.0,,2002-01-01 16:40:00
25.4,82.9,0.2,120.3,256.7,0.0,,2002-01-01 16:55:00
25.6,82.3,0.2,285.8,321.3,0.0,,2002-01-01 17:10:00
25.9,82.9,0.3,272.2,366.6,0.0,,2002-01-01 17:25:00
26.2,81.4,0.2,206.4,412.1,0.0,,2002-01-01 18:20:00
26.4,77.8,0.9,277.0,423.3,0.0,,2002-01-01 18:35:00
26.7,76.5,0.5,167.9,430.1,0.0,,2002-01-01 18:50:00
27.0,76.1,1.2,278.1,623.4,0.0,,2002-01-01 19:05:00
27.2,76.5,1.5,306.7,579.8,0.0,,2002-01-01 20:00:00
27.2,75.3,0.8,288.3,352.1,0.0,,2002-01-01 20:15:00
26.8,75.8,1.4,303.2,262.3,0.0,,2002-01-01 20:30:00
27.0,78.6,1.2,306.1,412.6,0.0,,2002-01-01 20:45:00
27.9,75.6,2.3,305.3,806.0,0.0,,2002-01-01 21:40:00
27.5,74.0,2.3,280.1,365.7,0.0,,2002-01-01 21:55:00
26.7,83.5,3.2,252.5,344.7,0.0,,2002-01-01 22:10:00
26.4,86.8,3.1,247.8,415.6,0.0,,2002-01-01 22:25:00
26.0,87.4,2.9,248.9,286.0,0.0,,2002-01-01 23:20:00
25.6,88.1,2.6,249.5,233.6,0.0,,2002-01-01 23:35:00
25.7,88.2,1.8,256.8,309.0,0.0,,2002-01-01 23:50:00
26.4,86.0,1.9,250.7,541.4,0.0,,2002-01-02 00:05:00
26.5,84.0,1.7,242.4,396.0,0.0,,2002-01-02 01:00:00
26.6,83.6,0.8,248.0,295.6,0.0,,2002-01-02 01:15:00
26.3,83.9,0.5,256.6,184.8,0.0,,2002-01-02 01:30:00
26.4,83.2,0.2,257.8,232.4,0.0,,2002-01-02 01:45:00
26.6,83.0,0.2,269.4,162.9,0.0,,2002-01-02 02:40:00
26.3,83.7,0.4,125.2,166.2,0.0,,2002-01-02 02:55:00
25.3,86.8,0.9,82.1,135.6,0.0,,2002-01-02 03:10:00
25.1,87.5,0.5,76.3,133.3,0.0,,2002-01-02 03:25:00
25.1,86.8,0.2,77.0,113.8,0.0,,2002-01-02 04:20:00
25.1,87.6,0.3,84.4,100.3,0.0,,2002-01-02 04:35:00
24.9,88.3,0.2,87.4,75.3,0.2,,2002-01-02 04:50:00
24.1,94.7,0.2,166.6,33.26,1.0,,2002-01-02 05:05:00
23.0,97.1,0.3,190.5,24.67,0.2,,2002-01-02 06:00:00
22.6,97.6,0.2,141.0,39.22,0.0,,2002-01-02 06:15:00
22.6,95.6,0.2,76.4,22.11,0.0,,2002-01-02 06:30:00
22.5,100.0,0.3,78.9,4.24,0.0,,2002-01-02 06:45:00
22.4,100.0,0.5,88.0,0.0,0.0,,2002-01-02 07:40:00
22.1,100.0,1.2,89.8,0.0,0.2,,2002-01-02 07:55:00
21.7,100.0,1.2,79.1,0.0,1.8,,2002-01-02 08:10:00
21.3,100.0,0.4,76.0,0.0,0.0,,2002-01-02 08:25:00
21.3,100.0,0.5,62.2,0.0,0.1,,2002-01-02 09:20:00
21.1,100.0,0.5,78.5,0.0,0.2,,2002-01-02 09:35:00
21.0,100.0,1.6,278.2,0.0,2.4,,2002-01-02 09:50:00
