Tar_AVG,UR_inst,Vvento_ms_AVG,Dvento_G,Qg_AVG,Chuva_mm,Patm_kPa_AVG,TS
19.9,99.1,0.9,186.0,0.0,0.0,,2001-01-01 00:15:00
19.8,99.8,0.6,215.8,0.0,0.0,,2001-01-01 00:30:00
19.7,100.0,0.3,208.3,0.0,0.0,,2001-01-01 00:45:00
19.6,100.0,0.4,133.5,0.0,0.0,,2001-01-01 01:40:00
20.1,98.5,1.7,142.7,0.0,0.0,,2001-01-01 01:55:00
20.0,98.5,1.9,149.0,0.0,0.0,,2001-01-01 02:10:00
19.7,99.4,2.0,143.4,0.0,0.0,,2001-01-01 02:25:00
19.7,99.5,1.7,151.8,0.0,0.0,,2001-01-01 03:20:00
19.5,100.0,1.0,169.3,0.0,0.0,,2001-01-01 03:35:00
19.4,100.0,1.4,175.2,0.0,0.0,,2001-01-01 03:50:00
19.5,99.9,1.3,181.0,0.0,0.0,,2001-01-01 04:05:00
19.6,99.9,1.5,185.3,0.0,0.0,,2001-01-01 05:00:00
19.8,98.9,1.9,173.7,0.0,0.0,,2001-01-01 05:15:00
19.7,98.8,1.9,163.0,0.0,0.0,,2001-01-01 05:30:00
19.8,98.5,1.7,176.7,0.0,0.0,,2001-01-01 05:45:00
19.8,98.2,1.5,184.1,0.0,0.0,,2001-01-01 06:40:00
19.9,97.4,1.6,173.1,0.0,0.0,,2001-01-01 06:55:00
19.8,97.1,1.6,173.1,0.0,0.0,,2001-01-01 07:10:00
19.5,98.2,1.0,185.2,0.0,0.0,,2001-01-01 07:25:00
19.3,99.1,1.3,165.0,0.0,0.0,,2001-01-01 08:20:00
19.3,98.6,1.6,166.2,0.0,0.0,,2001-01-01 08:35:00
19.1,99.0,1.5,176.0,3.47,0.0,,2001-01-01 08:50:00
19.1,99.0,1.7,166.9,9.74,0.0,,2001-01-01 09:05:00
19.3,98.2,1.7,175.1,41.55,0.0,,2001-01-01 10:00:00
19.5,98.2,1.0,204.2,97.0,0.0,,2001-01-01 10:15:00
19.8,97.5,0.7,182.5,138.6,0.0,,2001-01-01 10:30:00
20.4,95.8,0.8,163.4,190.3,0.0,,2001-01-01 10:45:00
20.9,92.8,2.1,146.9,246.1,0.0,,2001-01-01 11:40:00
21.3,89.8,2.4,139.7,301.0,0.0,,2001-01-01 11:55:00
21.6,89.3,2.6,133.1,357.9,0.0,,2001-01-01 12:10:00
22.1,87.7,2.8,130.5,418.6,0.0,,2001-01-01 12:25:00
22.3,86.3,3.2,121.3,512.9,0.0,,2001-01-01 13:20:00
22.7,84.0,3.3,111.8,570.3,0.0,,2001-01-01 13:35:00
23.0,83.2,3.7,128.2,563.7,0.0,,2001-01-01 13:50:00
23.3,82.2,3.7,125.3,687.2,0.0,,2001-01-01 14:05:00
23.7,80.8,3.1,121.4,676.6,0.0,,2001-01-01 15:00:00
24.4,79.3,3.0,135.2,833.0,0.0,,2001-01-01 15:15:00
24.4,78.7,3.0,136.4,612.0,0.0,,2001-01-01 15:30:00
24.7,77.9,3.1,128.6,694.6,0.0,,2001-01-01 15:45:00
25.1,76.6,3.0,138.2,757.0,0.0,,2001-01-01 16:40:00
25.7,75.4,2.9,134.5,889.0,0.0,,2001-01-01 16:55:00
26.0,74.9,3.0,126.8,903.0,0.0,,2001-01-01 17:10:00
26.1,74.8,2.8,123.2,922.0,0.0,,2001-01-01 17:25:00
26.7,73.9,2.3,118.2,993.0,0.0,,2001-01-01 18:20:00
26.8,72.4,2.2,129.5,798.0,0.0,,2001-01-01 18:35:00
26.7,72.2,2.3,136.6,634.1,0.0,,2001-01-01 18:50:00
27.2,71.2,2.4,158.5,870.0,0.0,,2001-01-01 19:05:00
27.5,70.3,2.2,129.3,1122.0,0.0,,2001-01-01 20:00:00
27.8,69.4,2.3,138.2,738.0,0.0,,2001-01-01 20:15:00
27.8,68.6,2.3,151.6,1035.0,0.0,,2001-01-01 20:30:00
28.1,67.7,2.4,137.3,853.0,0.0,,2001-01-01 20:45:00
28.6,66.6,3.0,151.5,1101.0,0.0,,2001-01-01 21:40:00
28.2,66.7,2.5,143.2,549.7,0.0,,2001-01-01 21:55:00
28.6,67.2,2.7,157.6,1063.0,0.0,,2001-01-01 22:10:00
29.0,64.6,2.8,168.8,1027.0,0.0,,2001-01-01 22:25:00
29.2,63.2,3.1,160.3,928.0,0.0,,2001-01-01 23:20:00
28.3,63.8,2.9,128.7,381.1,0.0,,2001-01-01 23:35:00
28.0,64.8,2.2,156.8,413.5,0.0,,2001-01-01 23:50:00
29.1,62.7,2.2,177.7,708.0,0.0,,2001-01-02 00:05:00
29.0,62.7,3.0,156.7,635.1,0.0,,2001-01-02 01:00:00
29.5,62.4,3.1,143.9,871.0,0.0,,2001-01-02 01:15:00
29.7,62.1,3.1,157.6,847.0,0.0,,2001-01-02 01:30:00
29.0,62.2,3.9,142.4,412.9,0.0,,2001-01-02 01:45:00
28.9,62.9,3.8,151.4,586.3,0.0,,2001-01-02 02:40:00
28.5,62.4,3.6,153.0,266.2,0.0,,2001-01-02 02:55:00
28.7,62.9,3.5,140.9,506.6,0.0,,2001-01-02 03:10:00
28.6,62.8,3.6,130.8,402.1,0.0,,2001-01-02 03:25:00
28.3,64.1,3.7,131.1,293.5,0.0,,2001-01-02 04:20:00
27.6,65.3,3.8,143.0,108.3,0.0,,2001-01-02 04:35:00
27.7,65.2,3.5,147.0,185.9,0.0,,2001-01-02 04:50:00
27.7,63.9,4.2,154.7,193.8,0.0,,2001-01-02 05:05:00
27.4,65.1,3.8,158.2,151.2,0.0,,2001-01-02 06:00:00
27.1,66.9,3.9,157.4,103.2,0.0,,2001-01-02 06:15:00
26.6,68.1,3.7,159.5,57.36,0.0,,2001-01-02 06:30:00
26.1,71.1,3.7,151.6,21.79,0.0,,2001-01-02 06:45:00
25.5,73.4,3.6,148.7,6.53,0.0,,2001-01-02 07:40:00
25.0,74.0,4.0,145.7,0.0,0.0,,2001-01-02 07:55:00
24.5,75.9,3.9,144.0,0.0,0.0,,2001-01-02 08:10:00
24.2,76.9,3.8,145.6,0.0,0.0,,2001-01-02 08:25:00
23.7,79.3,3.1,137.9,0.0,0.0,,2001-01-02 09:20:00
23.2,82.2,2.6,133.7,0.0,0.0,,2001-01-02 09:35:00
22.9,83.9,3.2,148.0,0.0,0.0,,2001-01-02 09:50:00
22.6,85.4,3.5,142.6,0.0,0.0,,2001-01-02 10:05:00
22.2,86.2,3.5,140.6,0.0,0.0,,2001-01-02 11:00:00
21.9,87.1,3.5,138.7,0.0,0.0,,2001-01-02 11:15:00
21.5,88.7,2.8,132.2,0.0,0.0,,2001-01-02 11:30:00
21.2,90.5,2.7,133.0,0.0,0.0,,2001-01-02 11:45:00
21.0,90.8,3.3,132.7,0.0,0.0,,2001-01-02 12:40:00
20.7,92.2,2.4,122.1,0.0,0.0,,2001-01-02 12:55:00
20.4,93.1,3.0,127.3,0.0,0.0,,2001-01-02 13:10:00
20.4,91.9,3.5,122.6,0.0,0.0,,2001-01-02 13:25:00
20.1,92.0,2.4,116.4,0.0,0.0,,2001-01-02 14:20:00
19.9,91.4,2.3,119.4,0.0,0.0,,2001-01-02 14:35:00
