Tar_AVG,UR_inst,Vvento_ms_AVG,Dvento_G,Qg_AVG,Chuva_mm,Patm_kPa_AVG,TS
23.1,92.4,2.1,96.7,0.0,0.0,,1998-01-01 00:15:00
23.0,93.0,2.0,101.5,0.0,0.0,,1998-01-01 00:30:00
22.8,94.0,1.5,104.8,0.0,0.0,,1998-01-01 00:45:00
22.7,94.1,1.4,112.0,0.0,0.0,,1998-01-01 01:40:00
22.7,94.3,0.7,114.7,0.0,0.0,,1998-01-01 01:55:00
22.7,94.0,0.8,167.8,0.0,0.0,,1998-01-01 02:10:00
22.6,94.1,1.2,157.2,0.0,0.0,,1998-01-01 02:25:00
22.6,94.1,1.1,175.7,0.0,0.0,,1998-01-01 03:20:00
22.6,94.1,1.3,163.6,0.0,0.0,,1998-01-01 03:35:00
22.4,94.5,0.8,174.3,0.0,0.0,,1998-01-01 03:50:00
22.3,95.5,0.8,167.9,0.0,0.0,,1998-01-01 04:05:00
22.2,95.7,0.5,163.0,0.0,0.0,,1998-01-01 05:00:00
22.1,96.3,0.2,149.3,0.0,0.0,,1998-01-01 05:15:00
21.9,96.7,0.8,150.0,0.0,0.0,,1998-01-01 05:30:00
21.8,97.6,0.2,73.2,0.0,0.0,,1998-01-01 05:45:00
21.7,98.9,0.0,19.0,0.0,0.0,,1998-01-01 06:40:00
21.4,99.3,0.1,103.0,0.0,0.0,,1998-01-01 06:55:00
21.2,99.7,0.0,114.0,0.0,0.0,,1998-01-01 07:10:00
21.2,99.5,0.2,150.5,0.0,0.0,,1998-01-01 07:25:00
21.3,99.1,0.1,213.9,0.0,0.0,,1998-01-01 08:20:00
21.3,99.1,0.1,213.1,0.0,0.0,,1998-01-01 08:35:00
21.3,98.9,0.4,234.5,3.02,0.0,,1998-01-01 08:50:00
21.3,99.4,0.1,222.1,11.1,0.0,,1998-01-01 09:05:00
21.5,99.0,0.6,129.3,31.93,0.0,,1998-01-01 10:00:00
22.1,97.3,1.0,115.8,81.4,0.0,,1998-01-01 10:15:00
22.6,96.1,0.4,222.3,126.2,0.0,,1998-01-01 10:30:00
22.7,96.3,0.3,299.0,174.7,0.0,,1998-01-01 10:45:00
22.9,96.1,0.5,284.1,219.3,0.0,,1998-01-01 11:40:00
23.6,93.9,0.3,215.8,275.4,0.0,,1998-01-01 11:55:00
24.5,90.4,0.4,157.4,332.7,0.0,,1998-01-01 12:10:00
24.9,87.9,0.5,207.4,387.0,0.0,,1998-01-01 12:25:00
25.0,87.3,0.5,272.4,438.4,0.0,,1998-01-01 13:20:00
25.7,85.1,0.5,213.4,490.1,0.0,,1998-01-01 13:35:00
26.2,83.9,0.5,198.9,541.2,0.0,,1998-01-01 13:50:00
26.6,81.3,0.4,128.4,591.8,0.0,,1998-01-01 14:05:00
27.3,78.2,0.6,82.6,636.9,0.0,,1998-01-01 15:00:00
27.3,78.1,0.5,169.7,680.5,0.0,,1998-01-01 15:15:00
27.7,77.7,0.9,126.5,723.0,0.0,,1998-01-01 15:30:00
