Tar_AVG,UR_inst,Vvento_ms_AVG,Dvento_G,Qg_AVG,Chuva_mm,Patm_kPa_AVG,TS
21.2,100.0,0.2,101.9,0.0,0.0,,2013-01-01 00:00:00
21.1,100.0,0.2,125.4,0.0,0.0,,2013-01-01 00:15:00
21.2,100.0,0.2,88.7,0.0,0.0,,2013-01-01 00:30:00
21.1,100.0,0.2,109.9,0.0,0.0,,2013-01-01 00:45:00
21.1,100.0,0.2,108.1,0.0,0.0,,2013-01-01 01:40:00
21.0,100.0,0.2,117.0,0.0,0.0,,2013-01-01 01:55:00
20.9,100.0,0.2,125.0,0.0,0.0,,2013-01-01 02:10:00
20.8,100.0,0.2,107.5,0.0,0.0,,2013-01-01 02:25:00
20.8,100.0,0.2,92.7,0.0,0.0,,2013-01-01 03:20:00
20.8,100.0,0.2,84.8,0.0,0.0,,2013-01-01 03:35:00
20.8,100.0,0.2,104.0,0.0,0.0,,2013-01-01 03:50:00
20.8,100.0,0.2,75.5,0.0,0.0,,2013-01-01 04:05:00
20.7,100.0,0.2,133.3,0.0,0.0,,2013-01-01 05:00:00
20.7,100.0,0.2,120.9,0.0,0.0,,2013-01-01 05:15:00
20.6,100.0,0.2,123.4,0.0,0.0,,2013-01-01 05:30:00
20.6,100.0,0.2,121.9,0.0,0.0,,2013-01-01 05:45:00
20.6,100.0,0.2,126.3,0.0,0.0,,2013-01-01 06:40:00
20.6,100.0,0.2,125.1,0.0,0.1,,2013-01-01 06:55:00
20.6,100.0,0.2,137.1,0.0,0.0,,2013-01-01 07:10:00
20.6,100.0,0.2,132.7,0.0,0.0,,2013-01-01 07:25:00
20.6,100.0,0.2,127.2,0.0,0.0,,2013-01-01 08:20:00
20.6,100.0,0.2,98.0,0.0,0.0,,2013-01-01 08:35:00
20.6,100.0,0.2,95.1,0.0,0.0,,2013-01-01 08:50:00
20.6,100.0,0.2,88.7,0.0,0.0,,2013-01-01 09:05:00
20.7,100.0,0.2,107.7,10.81,0.0,,2013-01-01 10:00:00
21.0,100.0,0.2,101.7,30.53,0.0,,2013-01-01 10:15:00
21.1,100.0,0.2,105.6,65.7,0.0,,2013-01-01 10:30:00
21.5,100.0,0.2,89.5,74.2,0.0,,2013-01-01 10:45:00
21.6,100.0,0.2,109.8,144.4,0.0,,2013-01-01 11:40:00
21.8,100.0,0.2,108.9,106.4,0.0,,2013-01-01 11:55:00
22.1,100.0,0.2,111.8,183.3,0.0,,2013-01-01 12:10:00
22.5,100.0,0.2,80.2,196.2,0.0,,2013-01-01 12:25:00
23.3,100.0,0.2,74.7,322.3,0.0,,2013-01-01 13:20:00
24.3,100.0,0.4,79.8,516.6,0.0,,2013-01-01 13:35:00
24.8,100.0,0.3,75.8,513.7,0.0,,2013-01-01 13:50:00
25.3,100.0,0.3,66.4,401.0,0.0,,2013-01-01 14:05:00
25.8,100.0,0.3,64.6,389.8,0.0,,2013-01-01 15:00:00
26.3,100.0,0.2,58.3,396.3,0.0,,2013-01-01 15:15:00
27.1,96.3,1.3,23.3,477.2,0.0,,2013-01-01 15:30:00
28.2,94.8,1.2,18.3,579.4,0.0,,2013-01-01 15:45:00
29.5,92.8,1.5,17.4,711.0,0.0,,2013-01-01 16:40:00
30.0,91.0,1.2,30.1,725.0,0.0,,2013-01-01 16:55:00
30.3,88.3,1.8,23.4,996.0,0.0,,2013-01-01 17:10:00
30.7,83.9,2.3,16.0,981.0,0.0,,2013-01-01 17:25:00
31.0,82.7,2.4,7.4,1017.0,0.0,,2013-01-01 18:20:00
31.6,81.8,2.5,8.8,1057.0,0.0,,2013-01-01 18:35:00
31.9,80.6,2.6,8.1,1077.0,0.0,,2013-01-01 18:50:00
32.0,78.9,2.2,5.1,1050.0,0.0,,2013-01-01 19:05:00
32.2,78.8,1.4,11.8,770.0,0.0,,2013-01-01 20:00:00
32.7,78.1,2.7,344.6,1143.0,0.0,,2013-01-01 20:15:00
32.9,74.9,3.1,341.3,1222.0,0.0,,2013-01-01 20:30:00
34.5,73.8,2.7,341.8,1197.0,0.0,,2013-01-01 20:45:00
35.2,71.8,2.8,336.2,1154.0,0.0,,2013-01-01 21:40:00
34.5,69.3,2.9,329.4,1110.0,0.0,,2013-01-01 21:55:00
33.9,68.8,2.8,323.2,1109.0,0.0,,2013-01-01 22:10:00
33.2,68.8,2.8,342.2,903.0,0.0,,2013-01-01 22:25:00
31.5,67.3,2.8,321.4,648.0,0.0,,2013-01-01 23:20:00
27.4,73.9,3.7,338.2,162.0,0.0,,2013-01-01 23:35:00
27.6,91.2,1.6,48.0,173.7,0.2,,2013-01-01 23:50:00
29.1,85.7,0.3,87.7,256.6,0.0,,2013-01-02 00:05:00
29.5,80.4,0.5,354.8,254.4,0.0,,2013-01-02 01:00:00
28.9,80.1,0.5,321.5,192.7,0.0,,2013-01-02 01:15:00
29.6,84.4,1.4,200.4,158.3,0.0,,2013-01-02 01:30:00
29.2,80.9,1.1,312.3,158.2,0.0,,2013-01-02 01:45:00
29.3,80.9,0.5,186.3,166.2,0.0,,2013-01-02 02:40:00
29.0,84.1,0.2,224.6,120.3,0.0,,2013-01-02 02:55:00
27.2,86.5,0.5,133.2,46.23,0.0,,2013-01-02 03:10:00
23.5,88.3,4.6,259.6,6.11,0.0,,2013-01-02 03:25:00
22.1,100.0,4.2,247.5,7.47,7.2,,2013-01-02 04:20:00
22.1,100.0,1.4,229.2,16.36,0.4,,2013-01-02 04:35:00
21.9,100.0,1.2,219.6,20.21,0.1,,2013-01-02 04:50:00
21.8,100.0,0.2,207.5,21.39,0.0,,2013-01-02 05:05:00
22.0,100.0,0.7,207.6,24.05,0.0,,2013-01-02 06:00:00
22.3,100.0,0.2,209.4,28.18,0.0,,2013-01-02 06:15:00
22.3,100.0,0.2,159.7,23.66,0.0,,2013-01-02 06:30:00
22.3,100.0,0.2,289.1,15.08,0.0,,2013-01-02 06:45:00
22.3,100.0,0.2,298.9,8.48,0.0,,2013-01-02 07:40:00
22.4,100.0,0.2,301.2,0.0,0.0,,2013-01-02 07:55:00
22.4,100.0,0.2,125.7,0.0,0.0,,2013-01-02 08:10:00
22.5,100.0,0.2,119.7,0.0,0.0,,2013-01-02 08:25:00
22.3,100.0,0.2,96.3,0.0,0.0,,2013-01-02 09:20:00
22.3,100.0,0.2,99.2,0.0,0.0,,2013-01-02 09:35:00
22.3,100.0,0.2,61.0,0.0,0.0,,2013-01-02 09:50:00
22.4,100.0,1.7,300.4,0.0,0.0,,2013-01-02 10:05:00
22.4,100.0,0.5,218.1,0.0,0.0,,2013-01-02 11:00:00
22.4,100.0,0.3,224.5,0.0,0.0,,2013-01-02 11:15:00
22.4,100.0,0.3,228.2,0.0,0.0,,2013-01-02 11:30:00
22.4,100.0,0.2,216.0,0.0,0.0,,2013-01-02 11:45:00
22.5,100.0,0.4,165.3,0.0,0.0,,2013-01-02 12:40:00
22.4,100.0,0.7,168.9,0.0,0.0,,2013-01-02 12:55:00
22.3,100.0,0.4,179.8,0.0,0.0,,2013-01-02 13:10:00
22.2,100.0,0.3,205.3,0.0,0.0,,2013-01-02 13:25:00
22.1,100.0,0.3,204.5,0.0,0.0,,2013-01-02 14:20:00
22.0,100.0,0.2,107.5,0.0,0.0,,2013-01-02 14:35:00
22.0,100.0,0.5,123.3,0.0,0.0,,2013-01-02 14:50:00
21.9,100.0,0.6,112.1,0.0,0.0,,2013-01-02 15:05:00
21.9,100.0,0.8,115.9,0.0,0.0,,2013-01-02 00:00:00
21.8,100.0,1.0,115.6,0.0,0.0,,2013-01-02 00:15:00
21.8,100.0,0.8,118.3,0.0,0.0,,2013-01-02 00:30:00
21.7,100.0,0.8,119.4,0.0,0.0,,2013-01-02 00:45:00
21.6,100.0,0.2,110.9,0.0,0.0,,2013-01-02 01:40:00
21.6,100.0,0.3,116.4,0.0,0.0,,2013-01-02 01:55:00
21.6,100.0,1.0,113.4,0.0,0.0,,2013-01-02 02:10:00
21.5,100.0,1.0,111.8,0.0,0.0,,2013-01-02 02:25:00
21.3,100.0,0.2,6.5,0.0,0.0,,2013-01-02 03:20:00
21.3,100.0,0.2,274.2,0.0,0.0,,2013-01-02 03:35:00
21.4,100.0,0.2,276.3,0.0,0.0,,2013-01-02 03:50:00
21.5,100.0,0.7,237.2,0.0,0.0,,2013-01-02 04:05:00
21.5,100.0,1.4,225.8,0.0,0.0,,2013-01-02 05:00:00
21.5,100.0,1.1,232.1,0.0,0.0,,2013-01-02 05:15:00
21.4,100.0,1.0,229.5,0.0,0.0,,2013-01-02 05:30:00
21.5,100.0,0.7,238.5,0.0,0.0,,2013-01-02 05:45:00
21.5,100.0,1.2,238.9,0.0,0.0,,2013-01-02 06:40:00
21.5,100.0,1.7,217.8,0.0,0.0,,2013-01-02 06:55:00
21.5,100.0,1.3,215.0,0.0,0.0,,2013-01-02 07:10:00
21.4,100.0,0.9,210.1,0.0,0.0,,2013-01-02 07:25:00
21.4,100.0,0.9,200.1,0.0,0.0,,2013-01-02 08:20:00
21.4,100.0,0.9,193.6,0.0,0.0,,2013-01-02 08:35:00
21.4,100.0,1.1,179.3,0.0,0.0,,2013-01-02 08:50:00
21.3,100.0,0.4,189.4,0.0,0.0,,2013-01-02 09:05:00
21.4,100.0,0.2,158.7,8.46,0.0,,2013-01-02 10:00:00
21.7,100.0,0.3,198.1,27.08,0.0,,2013-01-02 10:15:00
22.0,100.0,0.3,177.6,55.25,0.0,,2013-01-02 10:30:00
22.2,100.0,1.2,174.6,62.33,0.0,,2013-01-02 10:45:00
23.0,100.0,1.2,164.3,141.0,0.0,,2013-01-02 11:40:00
24.0,100.0,0.6,145.4,222.1,0.0,,2013-01-02 11:55:00
24.5,100.0,0.6,132.9,301.9,0.0,,2013-01-02 12:10:00
24.4,100.0,1.0,129.7,251.7,0.0,,2013-01-02 12:25:00
24.7,100.0,0.8,177.5,204.5,0.0,,2013-01-02 13:20:00
25.4,100.0,1.2,182.6,336.5,0.0,,2013-01-02 13:35:00
25.7,98.8,1.5,174.2,389.6,0.0,,2013-01-02 13:50:00
26.0,98.0,1.9,187.6,573.3,0.0,,2013-01-02 14:05:00
26.3,97.1,1.9,183.3,606.8,0.0,,2013-01-02 15:00:00
27.2,95.9,1.2,188.4,683.7,0.0,,2013-01-02 15:15:00
27.8,93.6,1.5,165.2,589.5,0.0,,2013-01-02 15:30:00
27.7,92.4,1.7,163.6,908.0,0.0,,2013-01-02 15:45:00
27.5,91.2,1.2,151.5,525.8,0.0,,2013-01-02 16:40:00
27.8,91.0,1.5,148.1,613.8,0.0,,2013-01-02 16:55:00
27.6,89.8,1.9,161.0,609.6,0.0,,2013-01-02 17:10:00
27.4,90.5,1.7,159.4,393.6,0.0,,2013-01-02 17:25:00
27.5,89.8,1.8,174.1,330.6,0.0,,2013-01-02 18:20:00
27.9,90.2,1.4,181.7,364.7,0.0,,2013-01-02 18:35:00
27.8,88.9,0.8,153.2,398.8,0.0,,2013-01-02 18:50:00
28.1,90.8,1.2,204.9,419.4,0.0,,2013-01-02 19:05:00
28.4,89.1,0.8,203.5,460.1,0.0,,2013-01-02 20:00:00
28.5,87.8,1.4,179.6,512.3,0.0,,2013-01-02 20:15:00
28.8,87.1,1.5,176.8,665.4,0.0,,2013-01-02 20:30:00
28.8,85.4,1.0,191.9,571.0,0.0,,2013-01-02 20:45:00
28.4,85.4,1.3,190.1,494.5,0.0,,2013-01-02 21:40:00
28.3,86.7,1.7,173.6,314.8,0.0,,2013-01-02 21:55:00
28.5,87.2,1.5,164.1,329.0,0.0,,2013-01-02 22:10:00
29.0,85.2,2.1,163.8,552.8,0.0,,2013-01-02 22:25:00
29.3,84.1,1.9,163.4,599.5,0.0,,2013-01-02 23:20:00
29.7,83.6,1.9,170.4,696.5,0.0,,2013-01-02 23:35:00
30.1,84.1,1.5,222.2,868.0,0.0,,2013-01-02 23:50:00
30.3,82.1,2.1,181.4,968.0,0.0,,2013-01-03 00:05:00
30.3,79.3,2.2,194.5,848.0,0.0,,2013-01-03 01:00:00
30.2,78.1,2.1,200.4,803.0,0.0,,2013-01-03 01:15:00
30.2,76.2,2.3,197.2,573.7,0.0,,2013-01-03 01:30:00
28.7,79.7,2.7,185.9,594.7,0.0,,2013-01-03 01:45:00
28.0,86.1,4.0,186.9,334.2,0.0,,2013-01-03 02:40:00
28.2,87.6,3.9,177.2,438.6,0.0,,2013-01-03 02:55:00
28.2,85.4,4.7,170.0,597.8,0.0,,2013-01-03 03:10:00
28.1,86.0,3.8,156.6,567.0,0.0,,2013-01-03 03:25:00
27.7,86.7,3.7,159.9,498.3,0.0,,2013-01-03 04:20:00
27.4,86.4,4.4,165.1,444.1,0.0,,2013-01-03 04:35:00
26.9,85.9,4.3,177.5,396.9,0.0,,2013-01-03 04:50:00
26.5,85.3,4.0,169.1,331.7,0.0,,2013-01-03 05:05:00
26.1,85.2,3.9,171.7,252.4,0.0,,2013-01-03 06:00:00
25.7,84.8,3.8,161.2,187.4,0.0,,2013-01-03 06:15:00
25.2,85.4,3.2,165.5,128.0,0.0,,2013-01-03 06:30:00
24.7,87.5,2.7,151.7,55.71,0.0,,2013-01-03 06:45:00
24.3,87.5,3.5,152.9,10.77,0.0,,2013-01-03 07:40:00
23.9,87.8,3.3,160.3,3.31,0.0,,2013-01-03 07:55:00
23.5,88.3,3.5,159.3,0.0,0.0,,2013-01-03 08:10:00
23.2,89.3,3.3,153.5,0.0,0.0,,2013-01-03 08:25:00
22.9,90.2,3.2,151.7,0.0,0.0,,2013-01-03 09:20:00
22.7,91.7,2.5,144.8,0.0,0.0,,2013-01-03 09:35:00
22.4,92.8,2.7,139.8,0.0,0.0,,2013-01-03 09:50:00
22.2,92.9,3.0,145.1,0.0,0.0,,2013-01-03 10:05:00
22.0,93.0,3.3,151.2,0.0,0.0,,2013-01-03 11:00:00
21.8,93.3,2.8,147.5,0.0,0.0,,2013-01-03 11:15:00
21.6,93.8,2.7,148.8,0.0,0.0,,2013-01-03 11:30:00
21.4,95.0,2.2,148.4,0.0,0.0,,2013-01-03 11:45:00
21.1,97.0,1.9,158.8,0.0,0.0,,2013-01-03 12:40:00
20.9,97.8,1.4,157.4,0.0,0.0,,2013-01-03 12:55:00
20.7,98.8,0.8,156.8,0.0,0.0,,2013-01-03 13:10:00
20.5,99.5,1.0,162.5,0.0,0.0,,2013-01-03 13:25:00
20.3,99.8,0.7,173.3,0.0,0.0,,2013-01-03 14:20:00
20.1,100.0,0.2,168.1,0.0,0.0,,2013-01-03 14:35:00
19.9,100.0,0.2,148.5,0.0,0.0,,2013-01-03 14:50:00
19.9,100.0,0.2,169.1,0.0,0.0,,2013-01-03 15:05:00
19.8,100.0,0.2,190.8,0.0,0.0,,2013-01-03 00:00:00
19.6,100.0,0.2,190.2,0.0,0.0,,2013-01-03 00:15:00
19.4,100.0,0.2,189.5,0.0,0.0,,2013-01-03 00:30:00
19.2,100.0,0.2,182.8,0.0,0.0,,2013-01-03 00:45:00
19.1,100.0,0.2,183.7,0.0,0.0,,2013-01-03 01:40:00
19.1,100.0,0.2,192.0,0.0,0.0,,2013-01-03 01:55:00
19.2,100.0,0.2,187.3,0.0,0.0,,2013-01-03 02:10:00
19.3,100.0,0.3,171.4,0.0,0.0,,2013-01-03 02:25:00
19.3,100.0,0.4,169.7,0.0,0.0,,2013-01-03 03:20:00
19.3,100.0,0.4,157.7,0.0,0.0,,2013-01-03 03:35:00
19.3,100.0,0.5,141.0,0.0,0.0,,2013-01-03 03:50:00
19.2,100.0,0.2,137.5,0.0,0.0,,2013-01-03 04:05:00
19.0,100.0,0.2,199.2,0.0,0.0,,2013-01-03 05:00:00
19.0,100.0,0.2,203.9,0.0,0.0,,2013-01-03 05:15:00
18.9,100.0,0.2,186.5,0.0,0.0,,2013-01-03 05:30:00
18.9,100.0,0.2,227.4,0.0,0.0,,2013-01-03 05:45:00
18.8,100.0,0.2,203.6,0.0,0.0,,2013-01-03 06:40:00
