Tar_AVG,UR_inst,Vvento_ms_AVG,Dvento_G,Qg_AVG,Chuva_mm,Patm_kPa_AVG,TS
22.2,98.2,2.1,153.2,0.0,0.0,,2010-01-01 00:15:00
22.0,99.0,1.9,166.3,0.0,0.0,,2010-01-01 00:30:00
21.8,99.6,1.6,183.7,0.0,0.0,,2010-01-01 00:45:00
21.7,99.9,1.6,189.7,0.0,0.0,,2010-01-01 01:40:00
21.5,100.0,1.4,185.4,0.0,0.0,,2010-01-01 01:55:00
21.5,100.0,1.2,190.3,0.0,0.0,,2010-01-01 02:10:00
21.3,100.0,0.7,190.7,0.0,0.0,,2010-01-01 02:25:00
21.2,100.0,0.9,181.9,0.0,0.0,,2010-01-01 03:20:00
21.2,100.0,1.2,178.8,0.0,0.0,,2010-01-01 03:35:00
21.1,100.0,0.7,182.6,0.0,0.0,,2010-01-01 03:50:00
20.9,100.0,1.1,183.7,0.0,0.0,,2010-01-01 04:05:00
21.0,100.0,1.4,180.6,0.0,0.0,,2010-01-01 05:00:00
21.0,100.0,1.6,182.0,0.0,0.0,,2010-01-01 05:15:00
21.1,100.0,1.8,171.8,0.0,0.0,,2010-01-01 05:30:00
21.0,100.0,1.6,182.6,0.0,0.0,,2010-01-01 05:45:00
21.0,100.0,1.4,185.5,0.0,0.0,,2010-01-01 06:40:00
20.8,100.0,1.5,193.9,0.0,0.0,,2010-01-01 06:55:00
20.7,100.0,1.4,189.3,0.0,0.0,,2010-01-01 07:10:00
20.7,100.0,1.3,173.7,0.0,0.0,,2010-01-01 07:25:00
20.8,100.0,1.3,195.9,0.0,0.0,,2010-01-01 08:20:00
20.6,100.0,1.1,196.7,0.0,0.0,,2010-01-01 08:35:00
20.5,100.0,1.1,202.3,0.0,0.0,,2010-01-01 08:50:00
20.5,100.0,0.6,165.5,14.94,0.0,,2010-01-01 09:05:00
20.5,100.0,0.2,333.3,39.52,0.0,,2010-01-01 10:00:00
20.6,100.0,0.2,253.4,66.77,0.0,,2010-01-01 10:15:00
21.1,100.0,0.2,183.8,112.7,0.0,,2010-01-01 10:30:00
21.8,100.0,0.3,190.9,146.3,0.0,,2010-01-01 10:45:00
22.4,100.0,0.3,223.1,185.3,0.0,,2010-01-01 11:40:00
22.7,99.8,0.7,193.2,139.6,0.0,,2010-01-01 11:55:00
22.8,99.1,1.7,193.8,235.9,0.0,,2010-01-01 12:10:00
23.5,97.1,2.0,180.3,325.6,0.0,,2010-01-01 12:25:00
23.7,96.7,1.7,190.3,319.9,0.0,,2010-01-01 13:20:00
23.3,97.6,1.2,187.1,165.0,0.0,,2010-01-01 13:35:00
23.8,97.5,1.6,164.0,380.2,0.0,,2010-01-01 13:50:00
24.7,94.5,2.0,164.2,483.3,0.0,,2010-01-01 14:05:00
25.1,92.9,2.2,152.5,548.7,0.0,,2010-01-01 15:00:00
25.3,92.3,2.4,148.3,584.8,0.0,,2010-01-01 15:15:00
25.4,91.3,2.4,159.7,452.8,0.0,,2010-01-01 15:30:00
25.6,90.8,2.2,143.1,549.9,0.0,,2010-01-01 15:45:00
25.8,89.5,2.2,136.1,558.6,0.0,,2010-01-01 16:40:00
26.0,88.2,1.8,142.2,523.2,0.0,,2010-01-01 16:55:00
26.5,87.5,1.4,133.2,498.2,0.0,,2010-01-01 17:10:00
26.4,86.5,1.6,148.3,350.6,0.0,,2010-01-01 17:25:00
26.5,85.7,2.4,140.1,609.0,0.0,,2010-01-01 18:20:00
27.1,83.6,1.8,149.2,670.7,0.0,,2010-01-01 18:35:00
27.3,83.0,2.1,153.7,648.1,0.0,,2010-01-01 18:50:00
27.2,82.6,1.5,123.6,426.7,0.0,,2010-01-01 19:05:00
27.3,82.7,1.9,131.1,497.0,0.0,,2010-01-01 20:00:00
28.0,82.0,1.9,135.0,822.0,0.0,,2010-01-01 20:15:00
27.7,80.6,1.5,120.3,511.0,0.0,,2010-01-01 20:30:00
27.8,78.8,1.2,131.3,466.7,0.0,,2010-01-01 20:45:00
28.7,78.0,1.3,139.4,1116.0,0.0,,2010-01-01 21:40:00
29.2,76.2,1.6,163.2,1059.0,0.0,,2010-01-01 21:55:00
