TS,Tar_AVG,UR_inst,Vvento_ms_AVG,Dvento_G,Qg_AVG,Chuva_mm,Patm_kPa_AVG
02/01/2017 16:45,31.49,50.95,0.836,321.3,433.6,0,94.6
02/01/2017 17:00,30.83,54.62,1.38,326,275.6,0,94.6
02/01/2017 17:15,30.31,51.16,0.926,315.9,147.9,0,94.6
02/01/2017 17:30,30.15,52.72,1.128,241.4,115.6,0,94.6
02/01/2017 17:45,29.98,51.22,1.183,209.4,108.4,0,94.6
02/01/2017 18:00,29.87,53.74,1.215,201.9,84.9,0,94.6
02/01/2017 18:15,29.51,55.2,0.714,212.2,53.8,0,94.6
02/01/2017 18:30,29.26,53.43,0.675,184.6,27.62,0,94.6
02/01/2017 18:45,29.19,54.69,0.859,180.8,10.36,0,94.6
02/01/2017 19:00,28.66,56.97,1.519,163.4,0.688,0,94.6
02/01/2017 19:15,28.33,58.64,1.539,168.9,0,0,94.7
02/01/2017 19:30,28.2,58.98,1.309,166.1,0,0,94.7
02/01/2017 19:45,27.99,59.42,1.435,163.3,0,0,94.7
02/01/2017 20:00,27.85,59.76,1.414,165.3,0,0,94.7
02/01/2017 20:15,27.61,61.32,1.511,164,0,0,94.7
02/01/2017 20:30,27.3,63.09,1.688,162.3,0,0,94.7
02/01/2017 20:45,26.93,68.94,2.731,156.5,0,0,94.7
02/01/2017 21:00,26.23,71.97,3.77,137.3,0,0,94.8
02/01/2017 21:15,25.5,74.07,4.06,128,0,0,94.8
02/01/2017 21:30,25.16,72.92,3.678,121.6,0,0,94.8
02/01/2017 21:45,25.13,70.33,3.908,117.3,0,0,94.8
02/01/2017 22:00,24.8,73.33,2.303,92.6,0,0,94.8
02/01/2017 22:15,24.34,73.8,2.247,82.8,0,0,94.9
02/01/2017 22:30,24.35,74.14,2.49,93.6,0,0,94.9
02/01/2017 22:45,24.13,75.5,1.889,94.9,0,0,94.9
02/01/2017 23:00,23.9,76.56,1.555,88.6,0,0,94.9
02/01/2017 23:15,23.54,79.58,1.302,82.1,0,0,94.9
02/01/2017 23:30,23.16,81.7,1.525,81,0,0,94.9
02/01/2017 23:45,22.98,81.4,1.437,76.22,0,0,94.9
03/01/2017 00:00,23.02,80.2,1.551,87.9,0,0,94.9
03/01/2017 00:15,23.2,78.7,2.266,98.3,0,0,94.9
03/01/2017 00:30,23.31,79.07,2.602,101,0,0,94.9
03/01/2017 00:45,23.17,78.66,2.449,100.7,0,0,94.8
03/01/2017 01:00,22.96,83.1,1.545,65.05,0,0,94.8
03/01/2017 01:15,22.68,81.7,0.823,220.1,0,0,94.8
03/01/2017 01:30,22.29,85.7,0.58,281.2,0,0,94.8
03/01/2017 01:45,22.07,85.5,0.686,189.5,0,0,94.8
03/01/2017 02:00,22.31,82.8,0.598,174.4,0.202,0,94.8
03/01/2017 02:15,22.27,85,0.592,61.31,0,0,94.8
03/01/2017 02:30,22.08,86.3,0.359,154.4,0,0,94.7
03/01/2017 02:45,22.21,84.3,1.112,150.5,0,0,94.7
03/01/2017 03:00,22.48,84,0.963,185.6,0,0,94.7
03/01/2017 03:15,22.59,84.7,0.795,138.3,0,0,94.7
03/01/2017 03:30,22.47,86.2,1.008,151.5,0,0,94.7
03/01/2017 03:45,22.25,87.2,0.412,48.14,0,0,94.7
03/01/2017 04:00,21.95,86.5,0.179,353.1,0,0,94.7
03/01/2017 04:15,22.25,85.8,0.643,157.1,0.101,0,94.8
03/01/2017 04:30,22.22,86.3,0.809,122.3,0,0,94.7
03/01/2017 04:45,22,87.2,0.574,77.31,0,0,94.8
03/01/2017 05:00,22.02,86.8,0.518,88.6,0,0,94.8
03/01/2017 05:15,21.93,87.6,0.475,81.2,0,0,94.8
03/01/2017 05:30,21.94,87.1,0.994,70.79,1.243,0,94.8
03/01/2017 05:45,21.63,89.1,0.973,84.9,9.07,0,94.8
03/01/2017 06:00,21.64,87.8,0.296,49.55,25.81,0,94.8
03/01/2017 06:15,21.81,89.5,0.659,48.41,51.52,0,94.8
03/01/2017 06:30,21.77,90,0.791,74.04,89.5,0,94.8
03/01/2017 06:45,22.05,88.5,0.624,67.21,115.5,0,94.8
03/01/2017 07:00,22.31,87,0.306,62.1,144.2,0,94.9
03/01/2017 07:15,23.11,82,0.901,111.3,182.3,0,94.9
03/01/2017 07:30,23.59,83.4,0.661,15.36,256,0,94.9
03/01/2017 07:45,24,80.1,0.7,350.3,275.8,0,94.9
03/01/2017 08:00,24.38,77.27,0.785,39.18,295.7,0,94.9
03/01/2017 08:15,24.82,76.79,1.125,53.74,392.1,0,94.9
03/01/2017 08:30,25.72,74.52,1.324,70.55,615.8,0,94.9
03/01/2017 08:45,26.56,72.2,1.8,69.84,798.8,0,94.9
03/01/2017 09:00,27.38,69.01,1.524,69.23,776.4,0,94.9
03/01/2017 09:15,28.06,64.62,1.252,70.74,746,0,94.9
03/01/2017 09:30,28.61,64.62,1.647,71.1,901,0,94.9
03/01/2017 09:45,28.85,62.65,1.415,50.01,912,0,94.9
03/01/2017 10:00,29.21,62.92,1.308,58.46,925,0,94.9
03/01/2017 10:15,29.69,59.45,1.285,37.81,945,0,94.9
03/01/2017 10:30,29.94,56.05,1.377,30.16,974,0,94.9
03/01/2017 10:45,30.37,54.9,1.667,84.1,1002,0,94.9
03/01/2017 11:00,30.88,54.22,1.467,71.26,1026,0,94.9
03/01/2017 11:15,31.04,52.24,1.354,7.763,1043,0,94.9
03/01/2017 11:30,31.35,55.85,1.288,61.94,1058,0,94.9
03/01/2017 11:45,31.52,57.55,1.286,57.69,1074,0,94.8
03/01/2017 12:00,31.76,55.75,1.32,101.3,1022,0,94.8
03/01/2017 12:15,32.27,46.5,1.296,336.8,1094,0,94.8
03/01/2017 12:30,32.74,42.01,0.983,339.6,1094,0,94.8
03/01/2017 12:45,32.92,42.11,1.336,75.22,1096,0,94.7
03/01/2017 13:00,32.85,47.08,1.172,276.4,914,0,94.7
03/01/2017 13:15,33.08,45.24,1.017,245.5,729.1,0,94.7
03/01/2017 13:30,33.51,45.24,1.219,263.8,1085,0,94.7
03/01/2017 13:45,33.91,43.98,1.541,230.9,1083,0,94.7
03/01/2017 14:00,32.96,46.02,1.179,231.1,263.3,0,94.6
03/01/2017 14:15,33.27,44.53,1.86,257.9,1027,0,94.6
03/01/2017 14:30,33.19,46.87,2.283,243.8,449.3,0,94.6
03/01/2017 14:45,32.61,50.99,1.889,158.4,419.7,0,94.6
03/01/2017 15:00,30.2,75.94,3.605,191.1,51.17,1.016,94.6
03/01/2017 15:15,21.96,76.52,6.743,275.6,17.32,12.19,94.5
03/01/2017 15:30,22.43,88,2.967,38.95,17.83,15.49,94.5
03/01/2017 15:45,20.67,93.7,1.593,166,22.92,6.35,94.4
03/01/2017 16:00,20.88,95.1,1.52,208.7,21.98,2.286,94.4
03/01/2017 16:15,20.94,95.3,1.817,97.9,24.18,0.762,94.3
03/01/2017 16:30,21.35,92.7,1.693,76.49,24.25,0,94.3
03/01/2017 16:45,22.03,92.5,0.817,132.3,27.12,0,94.3
03/01/2017 17:00,22.13,88.3,1.437,173.2,26.62,0.254,94.3
03/01/2017 17:15,22.72,91.1,1.664,194,28.73,0.254,94.3
03/01/2017 17:30,22.95,92.7,1.05,136.2,23.38,0.254,94.3
03/01/2017 17:45,22.57,94,0.854,83.5,15.4,0,94.3
03/01/2017 18:00,23.35,91.8,1.397,199.2,11.74,0,94.3
03/01/2017 18:15,22.83,92.2,0.64,338.7,5.021,0,94.4
03/01/2017 18:30,22.71,92.6,1.372,268.9,3.98,0,94.4
03/01/2017 18:45,22.89,88.3,1.972,186.9,2.603,0,94.5
03/01/2017 19:00,23.36,85.9,1.072,156.7,2.821,0,94.5
03/01/2017 19:15,23.13,85.6,2.851,112.3,3.174,0,94.6
03/01/2017 19:30,23.21,88.3,4.162,121.1,3.442,0.762,94.6
03/01/2017 19:45,22.38,88.9,3.237,151.7,1.276,0.508,94.5
03/01/2017 20:00,22.21,89.5,2.179,123.5,0.957,0.254,94.5
03/01/2017 20:15,21.65,94,1.687,88.3,0,0,94.5
03/01/2017 20:30,21.71,88.3,2.247,121.5,1.075,0.254,94.5
03/01/2017 20:45,21.72,90.4,1.343,93.9,1.394,0,94.5
03/01/2017 21:00,21.47,90.5,0.783,81.4,1.159,0,94.5
03/01/2017 21:15,21.34,91.9,1.085,76.97,1.175,0,94.5
03/01/2017 21:30,21.22,92.2,1.225,106.2,0.118,0,94.5
03/01/2017 21:45,21.44,90.5,1.741,125.5,1.511,0,94.6
03/01/2017 22:00,21.59,91.3,1.68,111.3,1.511,0,94.6
03/01/2017 22:15,21.46,91.6,1.32,76.4,1.511,0,94.6
03/01/2017 22:30,21.25,93.6,0.845,76.56,0.47,0,94.6
03/01/2017 22:45,21.33,94.1,0.191,57.97,0,0,94.5
03/01/2017 23:00,21.18,96.2,0.513,66.2,0,0,94.6
03/01/2017 23:15,21.09,97.2,1.31,84.4,0,0,94.6
03/01/2017 23:30,21.16,96.2,1.189,74.19,0,0,94.6
03/01/2017 23:45,21.16,94.9,1.786,83.8,0,0,94.6
04/01/2017 00:00,21.48,91.6,2.007,73.87,0,0,94.6
04/01/2017 00:15,21.42,95.3,1.593,64.92,0,0,94.6
04/01/2017 00:30,21.18,94.8,1.382,63.38,0,0,94.6
04/01/2017 00:45,21.14,95.6,0.944,68.41,0,0,94.6
04/01/2017 01:00,21.07,95.3,0.791,37.85,0,0,94.6
04/01/2017 01:15,21.02,95.9,0.573,60.09,0,0,94.6
04/01/2017 01:30,20.92,96.2,0.314,59.93,0,0,94.5
04/01/2017 01:45,20.91,96.3,0.548,44.35,0,0,94.5
04/01/2017 02:00,20.95,96.2,0.587,35.84,0,0,94.5
04/01/2017 02:15,20.89,96.8,0.31,53.54,0,0,94.5
04/01/2017 02:30,20.85,96.8,0.584,49.39,0,0,94.4
04/01/2017 02:45,20.78,96.9,0.496,42.99,0,0,94.4
04/01/2017 03:00,20.77,96,0.805,54.23,0,0,94.4
04/01/2017 03:15,21.16,83.9,1.027,68.31,0,0,94.4
04/01/2017 03:30,21.37,88.2,0.242,17.15,0,0,94.4
04/01/2017 03:45,21.05,85.7,0.417,73.24,0,0,94.5
04/01/2017 04:00,21.37,85.7,0.61,7.502,0,0,94.5
04/01/2017 04:15,21.26,84.6,0.683,50.32,0,0,94.5
04/01/2017 04:30,21.61,83.6,0.857,35.52,0,0,94.5
04/01/2017 04:45,21.73,83.1,1.011,18.74,0,0,94.5
04/01/2017 05:00,21.61,84.7,0.884,77.36,0,0,94.5
04/01/2017 05:15,21.53,82.5,0.945,353.2,0,0,94.5
04/01/2017 05:30,21.84,84.2,0.865,63.78,0,0,94.5
04/01/2017 05:45,21.61,86,0.791,75.48,0.924,0,94.6
04/01/2017 06:00,21.38,88,0.604,85.6,5.273,0,94.5
04/01/2017 06:15,21.48,87.9,0.861,100.7,18.72,0,94.5
04/01/2017 06:30,21.27,93,0.92,70.04,53.08,0,94.5
04/01/2017 06:45,21.2,91.7,1.106,64.35,99.1,0,94.6
04/01/2017 07:00,21.6,89.2,0.953,52.77,131.3,0,94.7
04/01/2017 07:15,22.58,79.14,1.157,65.93,321.1,0,94.8
04/01/2017 07:30,24.61,78.73,1.221,32.32,481.9,0,94.9
04/01/2017 07:45,24.64,73.97,1.279,14.64,281.5,0,94.9
04/01/2017 08:00,24.37,73.67,0.936,11.11,253.8,0,94.9
04/01/2017 08:15,24.54,73.94,0.96,22.06,265.1,0,94.9
04/01/2017 08:30,24.61,72.2,0.919,32.04,237.6,0,94.9
04/01/2017 08:45,24.57,74.75,1.015,46.01,251.7,0,94.8
04/01/2017 09:00,24.93,73.09,1.231,26.71,305.1,0,94.9
04/01/2017 09:15,25.31,70.27,1.411,359.2,384,0,94.9
04/01/2017 09:30,25.88,68.12,1.844,359.5,548.1,0,95
04/01/2017 09:45,26.5,65.4,1.844,2.258,679.7,0,95
04/01/2017 10:00,26.86,70.3,1.637,13.02,614.3,0,95
04/01/2017 10:15,27.01,67.92,1.699,8.91,667.2,0,95
04/01/2017 10:30,27.5,70.54,1.397,6.777,688.3,0,95
04/01/2017 10:45,27.91,63.46,1.382,7.796,939,0,95
04/01/2017 11:00,28.15,65.78,2.372,340.4,937,0,95
04/01/2017 11:15,28.82,63.26,1.958,0.067,1156,0,95
04/01/2017 11:30,29.18,59.72,2.18,348.4,1228,0,95
04/01/2017 11:45,29.07,57.28,2.488,340,771.6,0,95
04/01/2017 12:00,28.79,61.83,2.859,313.2,536.9,0,95
04/01/2017 12:15,29.32,59.99,2.464,330.4,818,0,95
04/01/2017 12:30,28.74,62.95,2.22,319.6,326.7,0,95
04/01/2017 12:45,28.87,62.1,1.801,329.7,312.7,0,95
04/01/2017 13:00,28.48,66.46,2.317,294.7,226.8,0,95
04/01/2017 13:15,25.92,76.32,4.085,326.9,110.3,0,95
04/01/2017 13:30,23.5,81.6,2.739,351.9,130.6,0,95
04/01/2017 13:45,23.64,82.8,1.232,40.09,142.8,0.254,95
04/01/2017 14:00,25.37,73.19,1.055,337.6,187,0,94.9
04/01/2017 14:15,25.96,72.24,1.149,356.8,265.8,0,94.9
04/01/2017 14:30,27.17,72.75,1.7,334.5,569.1,0,94.9
04/01/2017 14:45,29.17,62.58,2.366,321.8,958,0,94.8
04/01/2017 15:00,30.1,57.48,2.416,312.2,922,0,94.9
04/01/2017 15:15,29.56,58.3,2.644,324.6,413.5,0,94.8
04/01/2017 15:30,29.53,58.91,2.352,310.7,442.2,0,94.8
04/01/2017 15:45,29.9,55.44,1.904,320.4,484.7,0,94.8
04/01/2017 16:00,30.71,50.07,2.393,324.2,696.9,0,94.8
04/01/2017 16:15,30.73,49.63,2.982,328.2,607.3,0,94.7
04/01/2017 16:30,30.68,48.84,2.93,331.6,532.1,0,94.7
04/01/2017 16:45,30.81,51.12,2.626,327.7,576.7,0,94.7
04/01/2017 17:00,30.88,49.97,2.965,332.4,527.2,0,94.7
04/01/2017 17:15,30.64,49.9,2.544,329.7,470.3,0,94.7
04/01/2017 17:30,30.66,50.17,2.592,324.4,438.2,0,94.7
04/01/2017 17:45,30.25,51.39,3.105,323,267.2,0,94.7
04/01/2017 18:00,29.34,53.4,3.234,324.8,84.7,0,94.7
04/01/2017 18:15,28.73,56.97,2.687,319,51.37,0,94.7
04/01/2017 18:30,28.21,58.81,2.307,323.1,31.01,0,94.8
04/01/2017 18:45,27.8,61.32,1.746,331.1,14.4,0,94.8
04/01/2017 19:00,27.29,63.23,1.691,323.8,1.393,0,94.8
04/01/2017 19:15,27,65.23,1.692,314.1,0,0,94.8
04/01/2017 19:30,26.58,69.52,1.325,297,0,0,94.8
04/01/2017 19:45,26.07,70.98,2.659,225.3,0,0,94.9
04/01/2017 20:00,25.84,73.67,2.385,235.6,0,0,94.9
04/01/2017 20:15,25.71,73.53,1.485,225.7,0,0,94.9
04/01/2017 20:30,25.63,75.43,1.726,235.3,0,0,94.9
04/01/2017 20:45,25.33,73.33,2.291,233.5,0,0,94.9
04/01/2017 21:00,24.96,75.47,2.089,242.6,0,0,94.9
04/01/2017 21:15,24.82,75.5,1.386,239.4,0,0,94.9
04/01/2017 21:30,24.85,75.37,1.493,241.8,0,0,95
04/01/2017 21:45,24.58,77.81,1.111,265.8,0,0,95
04/01/2017 22:00,24.14,76.86,1.312,238.9,0,0,95
04/01/2017 22:15,24.38,75.77,1.405,249,0,0,95
04/01/2017 22:30,24.33,74.72,1.611,244.3,0,0,95.1
04/01/2017 22:45,24.42,76.79,1.596,241.6,0,0,95.1
04/01/2017 23:00,24.35,73.26,1.66,241.8,0,0,95.1
04/01/2017 23:15,24.26,76.01,1.038,246.2,0,0,95.1
04/01/2017 23:30,23.9,80.8,1.082,254.8,0,0,95.1
04/01/2017 23:45,23.73,77.34,1.222,244,0,0,95.1
05/01/2017 00:00,23.69,80.5,0.198,330.6,0,0,95.1
05/01/2017 00:15,23.63,82,0.614,318.8,0,0,95
05/01/2017 00:30,23,84.3,0.386,296.2,0,0,95
05/01/2017 00:45,23.07,84.2,0,36.35,0,0,95
05/01/2017 01:00,22.98,85.6,0.525,323.2,0,0,95
05/01/2017 01:15,22.67,87.2,0.337,230.7,0,0,95
05/01/2017 01:30,22.59,86.6,0.076,312.8,0,0,95
05/01/2017 01:45,22.69,86.9,0.375,305.7,0,0,95
